GeneID,Cardamine,log2FC_Ox_WT_leaf_protoplast,Ox.leaf.vs.protoplast_q_value,log2FC_Col0_leaf_protoplast,Col0.leaf.vs.protoplast_q_value
AT4G36150,Chir07Ox_b33680.2,NA,NA,1.048061229,0.01892911
AT4G36490,Chir07Ox_b33900.2,1.120079367,0.006187922,NA,NA
AT4G36500,Chir07Ox_b33930.2,NA,NA,1.972531574,0.000979886
AT4G36520,Chir07Ox_b33940.2,NA,NA,1.801974135,0.000891009
AT4G36550,Chir07Ox_b33970.2,NA,NA,1.716014256,0.001506377
AT4G36820,Chir07Ox_b34260.2,2.41366514,7.62e-08,NA,NA
AT4G36900,Chir07Ox_b34650.2,1.443356259,0.002300583,NA,NA
AT4G36950,Chir07Ox_b34590.2,3.564195768,1.99e-09,4.599225211,5.53e-23
AT4G36990,Chir07Ox_b34550.2,4.530729869,2.82e-35,3.748193294,1.02e-11
AT4G37370,Chir07Ox_b34790.2,4.567534688,4.84e-16,3.932088043,1.89e-21
AT4G37390,Chir07Ox_b34810.2,3.304411317,4.84e-15,NA,NA
AT4G37400,Chir07Ox_b34820.2,NA,NA,1.545120228,0.000167816
AT4G37460,Chir07Ox_b34900.2,NA,NA,1.086413528,0.037368603
AT4G37610,Chir07Ox_b35040.2,NA,NA,2.105874224,0.000349786
AT4G37640,Chir07Ox_b35060.2,NA,NA,2.380217619,6.44e-05
AT4G37690,Chir07Ox_b35130.2,1.745266744,0.004287995,NA,NA
AT4G37710,Chir07Ox_b35150.2,2.88550589,3.28e-06,NA,NA
AT4G37730,Chir07Ox_b35170.2,1.237067759,0.008853737,3.22011092,2.5e-08
AT4G37900,Chir07Ox_b35360.2,NA,NA,1.875047557,0.000166294
AT4G37910,Chir07Ox_b35370.2,NA,NA,1.094973832,0.033838008
AT4G37990,Chir07Ox_b35450.2,1.609883246,0.002604863,5.248542098,1.2e-25
AT4G38380,Chir07Ox_b37270.2,NA,NA,1.151958032,0.023542946
AT4G38410,Chir07Ox_b37250.2,NA,NA,3.509163337,0.00618296
AT4G38550,Chir07Ox_b37110.2,1.181868757,0.000777713,2.445979539,1.22e-05
AT4G38560,Chir07Ox_b37100.2,1.209714344,0.006109691,1.817044306,0.000839119
AT4G38710,Chir07Ox_b36960.2,NA,NA,1.205300527,0.027468935
AT4G38960,Chir07Ox_b36770.2,NA,NA,1.599053677,0.031356758
AT4G39030,Chir07Ox_b36690.2,NA,NA,2.666701809,1.39e-06
AT4G39110,Chir07Ox_b36600.2,1.324626153,0.000332501,NA,NA
AT4G39130,Chir07Ox_b36580.2,1.385125446,0.008146059,NA,NA
AT4G39210,Chir07Ox_b36490.2,NA,NA,1.370919284,0.012248111
AT4G39230,Chir07Ox_b36460.2,NA,NA,1.329069962,0.015110483
AT4G39360,Chir07Ox_b36330.2,2.490507593,1.08e-06,2.619943234,0.038980366
AT4G39380,Chir07Ox_b36300.2,NA,NA,1.619643496,0.00240306
AT4G39580,Chir07Ox_b36130.2,NA,NA,2.030855771,0.009576551
AT4G39670,Chir07Ox_b36050.2,4.606218646,1.4e-14,5.832460213,7.73e-13
AT4G39800,Chir07Ox_b35910.2,NA,NA,1.722539636,0.025099748
AT4G39830,Chir07Ox_b35880.2,NA,NA,1.897324385,0.002098177
AT4G40020,Chir07Ox_b35660.2,2.110378409,2.73e-08,NA,NA
AT4G40070,Chir07Ox_b35590.2,1.580838204,0.029114676,NA,NA
AT5G01100,Chir06Ox_b37000.2,3.454798579,2.67e-17,2.943126528,0.003330368
AT5G01270,Chir06Ox_b37180.2,NA,NA,1.203691296,0.006624865
AT5G01340,Chir06Ox_b37290.2,NA,NA,1.078178735,0.028956869
AT5G01380,Chir06Ox_b37340.2,3.376880631,0.001645151,4.551663919,1.25e-05
AT5G01420,Chir06Ox_b37380.2,NA,NA,1.576714931,0.009425345
AT5G01540,Chir06Ox_b37490.2,NA,NA,1.460341614,0.036641096
AT5G01600,Chir06Ox_b37540.2,1.665383339,1.27e-06,2.289304201,0.001646039
AT5G01630,Chir06Ox_b37570.2,NA,NA,1.42277266,0.003123355
AT5G01700,Chir06Ox_b37650.2,1.178831043,0.011550302,2.699054577,4.36e-06
AT5G01710,Chir06Ox_b37660.2,1.349806451,3.76e-05,1.510184487,0.023963085
AT5G01730,Chir06Ox_b37680.2,NA,NA,3.025317822,1.76e-12
AT5G01760,Chir06Ox_b37710.2,3.807378641,1.35e-07,2.699689829,6.61e-05
AT5G01770,Chir06Ox_b37720.2,NA,NA,1.040756907,0.01403705
AT5G01820,Chir06Ox_b37760.2,NA,NA,3.309655178,5.86e-13
AT5G01830,Chir06Ox_b37770.2,NA,NA,2.438892801,2.2e-05
AT5G02220,Chir06Ox_b36730.2,3.329702706,2.1e-12,NA,NA
AT5G02230,Chir06Ox_b36720.2,NA,NA,1.25471439,0.035701629
AT5G02270,Chir06Ox_b36680.2,NA,NA,2.946616856,8.53e-11
AT5G02290,Chir06Ox_b36660.2,NA,NA,1.425487725,0.00329973
AT5G02490,Chir06Ox_b36470.2,6.102263359,1.21e-44,3.308410976,2.95e-17
AT5G02520,Chir06Ox_b36430.2,NA,NA,1.364980347,0.032865196
AT5G02940,Chir06Ox_b36010.2,NA,NA,1.168547739,0.025133778
AT5G02950,Chir06Ox_b36000.2,NA,NA,1.20355914,0.025941519
AT5G03070,Chir06Ox_b35920.2,NA,NA,1.148828244,0.02295302
AT5G03180,Chir06Ox_b35830.2,1.40359155,1.98e-05,NA,NA
AT5G03210,Chir06Ox_b35800.2,5.210486326,2.12e-22,3.379479814,0.007050728
AT5G03350,Chir06Ox_b35640.2,NA,NA,1.682130678,0.001157489
AT5G03380,Chir06Ox_b35600.2,3.120771521,1.14e-15,3.170939659,5.02e-10
AT5G03630,Chir06Ox_b35330.2,2.473007295,7.73e-13,3.10727334,3.39e-06
AT5G03650,Chir06Ox_b35310.2,NA,NA,1.057485758,0.036995267
AT5G03670,Chir06Ox_b35290.2,1.064915208,0.008983169,NA,NA
AT5G03720,Chir06Ox_b35240.2,3.303907281,3.57e-12,NA,NA
AT5G04130,Chir06Ox_b34800.2,NA,NA,1.424263751,0.001779432
AT5G04170,Chir06Ox_b34760.2,1.028760022,0.001041408,NA,NA
AT5G04250,Chir06Ox_b34700.2,2.032095931,7.48e-09,2.100845732,0.005053706
AT5G04320,Chir06Ox_b34630.2,NA,NA,1.297673805,0.006452221
AT5G04340,Chir06Ox_b34610.2,4.404620589,1.21e-19,1.657739827,0.016499428
AT5G04480,Chir06Ox_b34440.2,NA,NA,2.162289927,2.7e-06
AT5G04550,Chir06Ox_b34370.2,NA,NA,1.265750846,0.036031635
AT5G04720,Chir06Ox_b34240.2,NA,NA,1.770205328,0.002259353
AT5G04760,Chir06Ox_b34200.2,1.544423973,0.002545,1.862609665,0.003719749
AT5G04840,Chir06Ox_b34130.2,1.75200754,2.25e-07,NA,NA
AT5G04870,Chir06Ox_b34100.2,1.215300481,0.000554326,1.113964693,0.033847541
AT5G04930,Chir06Ox_b34020.2,1.328781079,0.000136489,1.295554745,0.03961727
AT5G05190,Chir06Ox_b33770.2,1.595345684,6.65e-05,1.708709131,0.004382006
AT5G05210,Chir06Ox_b33740.2,NA,NA,1.054543761,0.048204092
AT5G05220,Chir06Ox_b33730.2,5.421303024,2.48e-25,5.278312728,4.93e-08
AT5G05240,Chir06Ox_b33710.2,NA,NA,1.815803034,0.000205916
AT5G05300,Chir06Ox_b33660.2,NA,NA,2.417658147,0.001703893
AT5G05330,Chir06Ox_b33640.2,NA,NA,1.887933172,0.003003781
AT5G05340,Chir06Ox_b33630.2,NA,NA,1.361826595,0.00858631
AT5G05365,Chir06Ox_b33590.2,2.591434372,0.000103081,NA,NA
AT5G05380,Chir06Ox_b33570.2,2.062446773,6.46e-05,NA,NA
AT5G05410,Chir06Ox_b33550.2,7.871649405,1.1e-27,3.225573155,0.00014787
AT5G05490,Chir06Ox_b33500.2,NA,NA,1.581610115,4.1e-08
AT5G05600,Chir06Ox_b33400.2,NA,NA,3.233652221,3.43e-07
AT5G06160,Chir06Ox_b32650.2,NA,NA,1.373892272,0.003371423
AT5G06320,Chir06Ox_b32830.2,2.327107278,3.2e-07,NA,NA
AT5G06980,Chir06Ox_b31950.2,NA,NA,1.928898821,4.03e-05
AT5G07370,Chir06Ox_b31570.2,1.222983206,0.002073506,NA,NA
AT5G07380,Chir06Ox_b31560.2,2.306647679,1.22e-06,NA,NA
AT5G07730,Chir06Ox_b31240.2,NA,NA,1.600712715,0.015982028
AT5G07810,Chir06Ox_b31190.2,NA,NA,1.544314242,0.000119399
AT5G07890,Chir06Ox_b31130.2,NA,NA,1.148051587,0.024688015
AT5G07920,Chir06Ox_b31100.2,NA,NA,1.687963058,0.003786925
AT5G07990,Chir06Ox_b31020.2,NA,NA,2.719377089,9.62e-06
AT5G08020,Chir06Ox_b30980.2,NA,NA,1.707305526,0.000664526
AT5G08030,Chir06Ox_b30970.2,NA,NA,2.001578579,0.001000132
AT5G08110,Chir06Ox_b30900.2,1.060585167,0.001035543,1.096807487,0.015650877
AT5G08420,Chir06Ox_b30520.2,NA,NA,1.02195344,0.047867706
AT5G08640,Chir06Ox_b30250.2,NA,NA,2.47161802,3.84e-06
AT5G08660,Chir06Ox_b30230.2,NA,NA,1.409611665,0.005548718
AT5G08720,Chir06Ox_b30200.2,NA,NA,1.191335379,0.014343826
AT5G08790,Chir06Ox_b30120.2,5.07206445,2.48e-25,4.78082426,8.5e-12
AT5G09250,Chir06Ox_b30080.2,NA,NA,1.225385616,0.029740503
AT5G09300,Chir06Ox_b30030.2,NA,NA,1.527218811,0.004034722
AT5G09350,Chir06Ox_b29990.2,1.377059963,1.38e-05,NA,NA
AT5G09410,Chir06Ox_b29930.2,NA,NA,1.21226403,0.028838993
AT5G09430,Chir06Ox_b29910.2,NA,NA,1.051045699,0.004870383
AT5G09590,Chir06Ox_b29710.2,2.110106772,5.33e-09,1.34068718,0.009157841
AT5G09760,Chir06Ox_b29570.2,NA,NA,1.584831308,0.001307489
AT5G09870,Chir06Ox_b29430.2,NA,NA,1.390935068,0.003816464
AT5G10010,Chir06Ox_b29260.2,NA,NA,1.185306024,0.017029743
AT5G10550,Chir06Ox_b28720.2,1.332643035,6.87e-05,1.142794613,0.027206877
AT5G10695,Chir06Ox_b28570.2,3.815307025,1.59e-19,2.514057363,0.004477873
AT5G10710,Chir06Ox_b28550.2,1.813703039,2.26e-05,NA,NA
AT5G10820,Chir06Ox_b28420.2,1.153487975,0.012701565,NA,NA
AT5G10830,Chir06Ox_b28410.2,NA,NA,2.054948211,0.001126564
AT5G10990,Chir06Ox_b28260.2,NA,NA,2.175179994,0.000218432
AT5G11260,Chir06Ox_b27970.2,1.099401827,0.043917139,NA,NA
AT5G11430,Chir06Ox_b27800.2,NA,NA,1.485442213,0.000370726
AT5G11470,Chir06Ox_b27760.2,NA,NA,1.095506444,0.041963129
AT5G11650,Chir06Ox_b27580.2,2.540037608,1.9e-15,4.545165996,1.19e-11
AT5G11670,Chir06Ox_b27560.2,2.419841635,6.61e-12,2.966409402,2.76e-05
AT5G11700,Chir06Ox_b27530.2,1.322757078,6.65e-05,NA,NA
AT5G11740,Chir06Ox_b27490.2,1.644069096,1.01e-06,1.171380224,0.045296312
AT5G11790,Chir06Ox_b27400.2,2.191601288,1.42e-11,1.545019302,0.001280568
AT5G11950,Chir06Ox_b27180.2,NA,NA,1.063009007,0.029303771
AT5G12010,Chir06Ox_b27120.2,3.531912649,4.19e-24,2.49218091,2.36e-06
AT5G12020,Chir06Ox_b27110.2,10.64133707,9.07e-83,6.312819457,7.2e-23
AT5G12040,Chir06Ox_b27090.2,1.036474183,0.006722484,NA,NA
AT5G12230,Chir06Ox_b26920.2,NA,NA,1.229032062,0.033495223
AT5G12340,Chir06Ox_b26800.2,NA,NA,1.641881182,7.99e-05
AT5G12930,Chir06Ox_b26540.2,NA,NA,1.212421527,0.037015246
AT5G12990,Chir06Ox_b26490.2,NA,NA,2.286407115,0.001000205
AT5G13060,Chir06Ox_b26430.2,NA,NA,1.631294013,0.000313649
AT5G13100,Chir06Ox_b26390.2,1.698587055,3.38e-07,1.708373038,0.001155614
AT5G13160,Chir06Ox_b26330.2,NA,NA,1.63278376,0.000979886
AT5G13190,Chir06Ox_b26300.2,NA,NA,2.849865523,1.65e-05
AT5G13200,Chir06Ox_b26290.2,2.821523179,5.39e-16,NA,NA
AT5G13210,Chir06Ox_b26280.2,4.003531921,8.69e-27,NA,NA
AT5G13220,Chir06Ox_b26270.2,1.441640785,3.08e-05,3.917181106,2.31e-11
AT5G13550,Chir06Ox_b25930.2,NA,NA,1.17701044,0.012320423
AT5G13590,Chir06Ox_b25890.2,1.394580984,1.2e-05,1.154699544,0.038343099
AT5G13700,Chir06Ox_b25780.2,2.682713047,7.83e-07,3.037395726,4.45e-08
AT5G13770,Chir06Ox_b25710.2,NA,NA,1.099232212,0.042010554
AT5G13820,Chir06Ox_b25660.2,1.223203424,0.000312022,NA,NA
AT5G13840,Chir06Ox_b25630.2,NA,NA,1.586600384,0.000724944
AT5G13860,Chir06Ox_b25610.2,1.420608844,0.002476801,NA,NA
AT5G13880,Chir06Ox_b25590.2,2.818753525,7.2e-06,NA,NA
AT5G13930,Chir06Ox_b25540.2,NA,NA,1.943953214,0.000125146
AT5G13960,Chir06Ox_b25490.2,NA,NA,1.525979324,0.001646039
AT5G13970,Chir06Ox_b25480.2,1.367310172,1.6e-05,NA,NA
AT5G14640,Chir06Ox_b24770.2,NA,NA,1.944951648,1.58e-05
AT5G14660,Chir06Ox_b24740.2,NA,NA,1.197277759,0.027482879
AT5G14700,Chir06Ox_b24680.2,NA,NA,1.443207662,0.012471041
AT5G14730,Chir06Ox_b24650.2,NA,NA,1.890624037,0.002344798
AT5G14760,Chir06Ox_b24620.2,1.55241949,0.000106044,1.385060713,0.008752284
AT5G14930,Chir06Ox_b24470.2,1.5380968,6.94e-05,NA,NA
AT5G15190,Chir06Ox_b24180.2,2.100064445,0.001349527,NA,NA
AT5G15450,Chir06Ox_b23950.2,1.634998281,2.55e-06,1.42483346,0.003708285
AT5G15510,Chir06Ox_b23890.2,NA,NA,1.422177657,0.001307489
AT5G15600,Chir06Ox_b23790.2,NA,NA,2.351198957,0.006884208
AT5G15640,Chir06Ox_b23760.2,NA,NA,1.071183282,0.044819661
AT5G15650,Chir06Ox_b23750.2,NA,NA,1.446820927,0.010652258
AT5G15660,Chir06Ox_b23740.2,NA,NA,3.621747501,1.06e-14
AT5G15820,Chir06Ox_b23580.2,1.13312959,0.002006273,NA,NA
AT5G15870,Chir06Ox_b23520.2,NA,NA,1.932253575,4.52e-05
AT5G15940,Chir06Ox_b23450.2,NA,NA,1.747778066,0.000209624
AT5G15950,Chir06Ox_b23430.2,NA,NA,2.692796571,9.62e-06
AT5G16010,Chir06Ox_b23380.2,3.134020043,1.67e-18,2.727308821,7.13e-06
AT5G16020,Chir06Ox_b23370.2,3.007246004,2.09e-16,NA,NA
AT5G16690,Chir06Ox_b22630.2,NA,NA,1.431799673,0.001723242
AT5G16830,Chir06Ox_b22480.2,2.816818425,6.81e-16,1.634690133,0.004929208
AT5G16910,Chir06Ox_b22400.2,2.415749267,1.16e-07,2.649081687,1.01e-05
AT5G16960,Chir06Ox_b22340.2,4.569461928,8.28e-25,4.660552384,3.56e-23
AT5G16990,Chir06Ox_b22330.2,3.344881071,7.02e-22,NA,NA
AT5G17020,Chir06Ox_b22310.2,NA,NA,1.426775701,0.004518364
AT5G17050,Chir06Ox_b22280.2,NA,NA,1.490583594,0.001381204
AT5G17220,Chir06Ox_b22130.2,NA,NA,2.644009874,0.001363102
AT5G17230,Chir06Ox_b22120.2,NA,NA,1.389784654,0.011362129
AT5G17370,Chir06Ox_b21960.2,NA,NA,1.26541045,0.023423887
AT5G17650,Chir06Ox_b21660.2,1.687720155,0.000889394,NA,NA
AT5G17760,Chir06Ox_b21550.2,NA,NA,1.682914143,0.02937078
AT5G17890,Chir06Ox_b21380.2,NA,NA,1.124384117,0.013233729
AT5G18150,Chir06Ox_b21060.2,1.36476837,0.018573158,NA,NA
AT5G18310,Chir06Ox_b20910.2,1.463340912,6.2e-05,1.885038528,0.000617094
AT5G18360,Chir06Ox_b20830.2,2.188846555,3.67e-07,2.006670405,1.31e-06
AT5G18400,Chir06Ox_b20800.2,NA,NA,2.744473944,1.67e-08
AT5G18570,Chir06Ox_b20610.2,NA,NA,1.282448531,0.009236935
AT5G18620,Chir06Ox_b20560.2,NA,NA,1.674300478,0.000822726
AT5G18670,Chir06Ox_b20490.2,NA,NA,1.995116198,0.000778151
AT5G18820,Chir06Ox_b20330.2,NA,NA,1.126641714,0.014900342
AT5G19025,Chir06Ox_b20130.2,NA,NA,1.541303744,0.010243337
AT5G19070,Chir06Ox_b20080.2,1.313444681,0.000146653,1.282160995,0.026014752
AT5G19080,Chir06Ox_b20070.2,1.732540655,0.000800487,NA,NA
AT5G19220,Chir06Ox_b19900.2,NA,NA,1.485882109,0.003036595
AT5G19300,Chir06Ox_b19820.2,NA,NA,1.166196985,0.017494979
AT5G19900,Chir06Ox_b19130.2,NA,NA,1.095919799,0.019457413
AT5G19920,Chir06Ox_b19110.2,NA,NA,1.333853376,0.008145413
AT5G20010,Chir06Ox_b19010.2,NA,NA,1.29204252,0.0130489
AT5G20020,Chir06Ox_b19020.2,1.070848807,0.003928216,NA,NA
AT5G20070,Chir06Ox_b18950.2,NA,NA,1.38822941,0.003288213
AT5G20170,Chir06Ox_b18840.2,NA,NA,1.085830818,0.020405099
AT5G20190,Chir06Ox_b18820.2,NA,NA,1.898631166,6.64e-05
AT5G20220,Chir06Ox_b18800.2,NA,NA,1.031041029,0.048061706
AT5G20230,Chir06Ox_b18790.2,2.572311399,3.03e-07,3.343486711,1.76e-05
AT5G20490,Chir06Ox_b18550.2,NA,NA,1.257530966,0.017119251
AT5G20850,Chir06Ox_b18240.2,NA,NA,1.20258373,0.044641877
AT5G20940,Chir06Ox_b18130.2,1.459921914,2.86e-07,NA,NA
AT5G21900,Chir06Ox_b17860.2,NA,NA,1.57186656,0.003436541
AT5G21960,Chir06Ox_b17800.2,1.779007175,0.003464657,2.004613075,0.002564884
AT5G22060,Chir06Ox_b17700.2,1.279891159,0.000242957,1.628530767,0.000596322
AT5G22110,Chir06Ox_b17650.2,NA,NA,1.707366997,0.000857682
AT5G22140,Chir06Ox_b17620.2,1.643725828,4.73e-05,1.740212019,0.001640185
AT5G22250,Chir06Ox_b17520.2,1.744885911,8.75e-06,NA,NA
AT5G22300,Chir06Ox_b17460.2,NA,NA,1.631914067,0.004393917
AT5G22380,Chir06Ox_b17370.2,NA,NA,1.692093036,0.000260217
AT5G22630,Chir06Ox_b17140.2,1.158582622,0.002152607,1.845343657,0.001429805
AT5G22690,Chir06Ox_b04600.2,NA,NA,1.393721465,0.017603151
AT5G22750,Chir06Ox_b17050.2,NA,NA,1.489345082,0.000910027
AT5G23070,Chir06Ox_b16670.2,NA,NA,1.202984928,0.03583212
AT5G23100,Chir06Ox_b16640.2,NA,NA,1.603745825,0.011576279
AT5G23130,Chir06Ox_b16600.2,1.825737727,4.81e-09,1.580642858,0.000666906
AT5G23420,Chir06Ox_b16310.2,NA,NA,1.915536581,0.000111811
AT5G23730,Chir06Ox_b16020.2,NA,NA,2.081199689,0.000256827
AT5G23850,Chir06Ox_b15930.2,NA,NA,1.52673483,0.002146665
AT5G23910,Chir06Ox_b15860.2,NA,NA,1.14617576,0.020511867
AT5G24120,Chir06Ox_b15680.2,NA,NA,1.369600398,0.034045269
AT5G24140,Chir06Ox_b15660.2,1.153004382,0.023788597,NA,NA
AT5G24150,Chir06Ox_b15650.2,NA,NA,1.640214513,0.010617571
AT5G24580,Chir06Ox_b15170.2,NA,NA,2.179222781,0.000325971
AT5G24590,Chir06Ox_b15160.2,1.882274567,1.89e-06,NA,NA
AT5G24620,Chir06Ox_b15130.2,1.428694603,0.000236248,NA,NA
AT5G24630,Chir06Ox_b15120.2,NA,NA,1.392738078,0.007166706
AT5G24650,Chir06Ox_b15110.2,NA,NA,1.305938194,0.018795706
AT5G24655,Chir06Ox_b15100.2,2.890752613,8.59e-06,1.511195239,0.014613877
AT5G24760,Chir06Ox_b15030.2,NA,NA,1.657719791,0.000202173
AT5G24810,Chir06Ox_b14950.2,1.926976901,2.88e-06,3.045939454,2.55e-12
AT5G24850,Chir06Ox_b14900.2,NA,NA,1.358651897,0.006893409
AT5G25210,Chir06Ox_b14560.2,1.048767858,0.001588655,NA,NA
AT5G25580,Chir06Ox_b14170.2,NA,NA,1.737099823,0.001043252
AT5G25930,Chir06Ox_b13900.2,2.217902774,5.65e-08,3.402228559,1.6e-14
AT5G26220,Chir06Ox_b13540.2,NA,NA,1.969970001,0.002626981
AT5G26340,Chir06Ox_b13450.2,NA,NA,2.139945648,6.55e-05
AT5G26680,Chir06Ox_b13290.2,NA,NA,1.607953906,0.000739175
AT5G26860,Chir06Ox_b13030.2,NA,NA,1.451459715,0.001370793
AT5G26920,Chir06Ox_b13010.2,1.877536794,0.025004211,NA,NA
AT5G27030,Chir06Ox_b12890.2,NA,NA,1.729143945,0.000105112
AT5G27120,Chir06Ox_b12110.2,NA,NA,1.45832571,0.003955403
AT5G27330,Chir06Ox_b12300.2,NA,NA,1.235604019,0.012120724
AT5G27420,Chir06Ox_b12410.2,2.007615344,1.54e-06,2.932205543,0.000208936
AT5G27520,Chir06Ox_b12480.2,2.543424235,1.91e-07,NA,NA
AT5G27610,Chir06Ox_b12530.2,1.335296683,5.1e-05,1.7774073,1.24e-05
AT5G27660,Chir06Ox_b12580.2,NA,NA,1.434783961,0.015626401
AT5G27680,Chir06Ox_b12600.2,NA,NA,1.073762861,0.033676857
AT5G28500,Chir06Ox_b11600.2,NA,NA,1.142407961,0.047551832
AT5G28610,Chir06Ox_b11640.2,NA,NA,2.583944697,0.037704987
AT5G33300,Chir07Ox_b07260.2,NA,NA,1.346945136,0.010808046
AT5G35220,Chir07Ox_b07460.2,NA,NA,1.433149576,0.00736686
AT5G35320,Chir07Ox_b07500.2,3.579048259,8.3e-24,NA,NA
AT5G35735,Chir07Ox_b06940.2,2.98205487,0.016284326,3.83483326,1.71e-06
AT5G35970,Chir07Ox_b06790.2,NA,NA,1.602202313,0.001630656
AT5G36260,Chir07Ox_b06640.2,2.260479434,1.22e-09,NA,NA
AT5G37260,Chir07Ox_b06000.2,NA,NA,1.452812671,0.04486904
AT5G37540,Chir07Ox_b05570.2,NA,NA,1.387421759,0.024607947
AT5G37670,Chir07Ox_b05390.2,3.659933569,1.18e-07,NA,NA
AT5G37770,Chir07Ox_b05270.2,2.066009259,9.73e-07,NA,NA
AT5G38200,Chir07Ox_b04880.2,1.358139008,0.040123389,1.059784887,0.004196567
AT5G38720,Chir07Ox_b04290.2,NA,NA,1.554758476,0.001404883
AT5G38840,Chir07Ox_b04160.2,NA,NA,1.231631774,0.019041694
AT5G39380,Chir07Ox_b03500.2,NA,NA,1.438524561,0.018377505
AT5G39580,Chir07Ox_b03200.2,NA,NA,2.677658857,0.040757674
AT5G39660,Chir07Ox_b03120.2,NA,NA,1.411896769,0.004854887
AT5G40090,Chir07Ox_b02650.2,1.108673181,0.013958526,NA,NA
AT5G40100,Chir07Ox_b02640.2,1.371744036,0.039472257,NA,NA
AT5G40340,Chir07Ox_b02370.2,NA,NA,2.12494923,0.000317757
AT5G40460,Chir07Ox_b02190.2,1.836001669,0.001561267,2.771838601,8.39e-05
AT5G40540,Chir07Ox_b02050.2,NA,NA,2.463344669,5.92e-06
AT5G40880,Chir07Ox_b01580.2,NA,NA,1.425993788,0.00431491
AT5G41020,Chir07Ox_b01330.2,NA,NA,1.441637242,0.00659179
AT5G41080,Chir07Ox_b01270.2,NA,NA,2.206694957,0.004494667
AT5G41100,Chir07Ox_b01250.2,2.013779111,1.59e-08,2.70325774,9.94e-09
AT5G41550,Chir07Ox_b00740.2,NA,NA,1.141588147,0.048204092
AT5G41610,Chir07Ox_b00580.2,1.207177381,0.002174982,1.448318246,0.003710203
AT5G41690,Chir04Ox_b12170.2,3.272240858,3.46e-12,NA,NA
AT5G41790,Chir07Ox_b00370.2,NA,NA,1.83769264,0.000585172
AT5G41880,Chir07Ox_b00300.2,NA,NA,1.686508553,0.000760384
AT5G42010,Chir07Ox_b00160.2,NA,NA,1.207214246,0.039489944
AT5G42020,Chir07Ox_b00130.2,NA,NA,1.637538305,0.000585172
AT5G42050,Chir07Ox_b00110.2,2.693123222,3.92e-10,1.920217669,0.022527135
AT5G42120,Chir06Ox_b20790.2,NA,NA,1.016839753,0.000331782
AT5G42380,Chir06Ox_b07970.2,3.572177812,5.9e-06,4.762881272,0.000252334
AT5G42390,Chir06Ox_b07950.2,NA,NA,1.132515556,0.033622723
AT5G42650,Chir06Ox_b07420.2,2.185270711,4.56e-10,3.588334564,3.79e-12
AT5G42655,Chir06Ox_b07430.2,NA,NA,1.201370867,0.029468619
AT5G42800,Chir06Ox_b07350.2,NA,NA,3.522322132,5.93e-12
AT5G42830,Chir06Ox_b07190.2,NA,NA,1.29751947,0.017195176
AT5G43080,Chir06Ox_b06770.2,NA,NA,1.308864586,0.049728575
AT5G43310,Chir06Ox_b06300.2,NA,NA,1.094971123,0.023353579
AT5G43420,Chir06Ox_b06080.2,1.505769009,0.032820996,NA,NA
AT5G43620,Chir02Ox_b12390.2,1.613033931,0.000935742,NA,NA
AT5G43630,Chir06Ox_b05810.2,NA,NA,2.503290322,1.25e-07
AT5G43650,Chir06Ox_b05770.2,3.895495282,1.5e-06,1.095802486,0.001159162
AT5G43745,Chir06Ox_b05560.2,NA,NA,1.230479065,0.006178097
AT5G43950,Chir06Ox_b05290.2,1.251089055,0.003508648,NA,NA
AT5G44050,Chir06Ox_b28850.2,NA,NA,3.585610592,6.57e-14
AT5G44060,Chir06Ox_b05130.2,1.533248891,0.0146668,3.527698756,2.49e-15
AT5G44070,Chir06Ox_b05120.2,1.319610682,0.001125324,3.118755211,7.81e-10
AT5G44210,Chir06Ox_b04930.2,NA,NA,2.576614868,0.000894997
AT5G44280,Chir06Ox_b04830.2,NA,NA,1.074311709,0.043640668
AT5G44560,Chir06Ox_b04460.2,NA,NA,1.042357178,0.038980366
AT5G44635,Chir06Ox_b04220.2,NA,NA,2.049023052,3.39e-06
AT5G44660,Chir06Ox_b04190.2,1.252104671,0.038059707,NA,NA
AT5G45110,Chir06Ox_b03580.2,1.84985077,5.16e-08,1.398566703,0.042180683
AT5G45113,Chir06Ox_b03570.2,1.083107872,0.042464635,NA,NA
AT5G45130,Chir06Ox_b03550.2,1.186258827,0.000276809,NA,NA
AT5G45140,Chir03Ox_b34630.2,NA,NA,1.057078035,0.03552718
AT5G45280,Chir06Ox_b03110.2,NA,NA,1.340558771,0.03603843
AT5G45350,Chir06Ox_b02990.2,NA,NA,1.461151369,0.031071648
AT5G45430,Chir06Ox_b02910.2,NA,NA,1.632621254,0.001025752
AT5G46280,Chir06Ox_b01870.2,NA,NA,1.800957149,2.53e-05
AT5G46470,Chir06Ox_b01520.2,NA,NA,3.215256212,4.1e-12
AT5G46500,Chir06Ox_b01570.2,1.3848092,0.000476219,2.512910647,9.51e-10
AT5G46510,Chir06Ox_b02110.2,NA,NA,2.151309087,1.68e-06
AT5G46740,Chir06Ox_b01160.2,NA,NA,1.061754602,0.046351516
AT5G46910,Chir06Ox_b00940.2,2.214124014,9.82e-11,3.155108467,1.02e-09
AT5G47040,Chir06Ox_b00850.2,1.06353259,0.002299925,NA,NA
AT5G47070,Chir06Ox_b00800.2,1.914235529,4.97e-07,NA,NA
AT5G47120,Chir06Ox_b00730.2,1.659773786,1.85e-06,NA,NA
AT5G47160,Chir06Ox_b00660.2,1.930624735,0.000113033,NA,NA
