"C.hirsutaOX","A.thaliana.TAIR10"
"Chir02Ox-b24190.2","AT1G77120"
"Chir02Ox-b24200.2","AT1G77122"
"Chir02Ox-b24210.2","AT1G77130"
"Chir02Ox-b24230.2","AT1G77140"
"Chir02Ox-b24240.2","AT1G77145"
"Chir02Ox-b24250.2","AT1G77170"
"Chir02Ox-b24260.2","AT1G77180"
"Chir02Ox-b24270.2","AT1G77200"
"Chir02Ox-b24280.2","AT1G77210"
"Chir02Ox-b24290.2","AT1G77220"
"Chir02Ox-b24300.2","AT1G77230"
"Chir02Ox-b24320.2","AT1G77250"
"Chir02Ox-b24330.2","AT1G77260"
"Chir02Ox-b24340.2","AT1G77270"
"Chir02Ox-b24360.2","AT1G77280"
"Chir02Ox-b24370.2","AT1G77290"
"Chir02Ox-b24380.2","AT1G77300"
"Chir02Ox-b24400.2","AT1G77320"
"Chir02Ox-b24410.2","AT1G77330"
"Chir02Ox-b24420.2","AT1G77350"
"Chir02Ox-b24430.2","AT1G77360"
"Chir02Ox-b24440.2","AT1G77370"
"Chir02Ox-b24450.2","AT1G77380"
"Chir02Ox-b24460.2","AT1G77390"
"Chir02Ox-b24470.2","AT1G77400"
"Chir02Ox-b24480.2","AT1G77405"
"Chir02Ox-b24490.2","AT1G77410"
"Chir02Ox-b24500.2","AT1G77420"
"Chir02Ox-b24520.2","AT1G77440"
"Chir02Ox-b24530.2","AT1G77450"
"Chir02Ox-b24540.2","AT1G77460"
"Chir02Ox-b24550.2","AT1G77470"
"Chir02Ox-b24560.2","AT1G77480"
"Chir02Ox-b24570.2","AT1G77490"
"Chir02Ox-b24580.2","AT1G77500"
"Chir02Ox-b24590.2","AT1G77510"
"Chir02Ox-b24600.2","AT1G77520"
"Chir02Ox-b24630.2","AT1G77540"
"Chir02Ox-b24640.2","AT1G77550"
"Chir02Ox-b24650.2","AT1G77580"
"Chir02Ox-b24660.2","AT1G77590"
"Chir02Ox-b24670.2","AT1G77600"
"Chir02Ox-b24680.2","AT1G77610"
"Chir02Ox-b24690.2","AT1G77620"
"Chir02Ox-b24700.2","AT1G77630"
"Chir02Ox-b24710.2","AT1G77640"
"Chir02Ox-b24720.2","AT1G77660"
"Chir02Ox-b24730.2","AT1G77670"
"Chir02Ox-b24750.2","AT1G77680"
"Chir02Ox-b24760.2","AT1G77690"
"Chir02Ox-b24770.2","AT1G77700"
"Chir02Ox-b24780.2","AT1G77710"
"Chir02Ox-b24790.2","AT1G77720"
"Chir02Ox-b24800.2","AT1G77730"
"Chir02Ox-b24810.2","AT1G77740"
"Chir02Ox-b24820.2","AT1G77750"
"Chir02Ox-b24830.2","AT1G77760"
"Chir02Ox-b24840.2","AT1G77765"
"Chir02Ox-b24850.2","AT1G77770"
"Chir02Ox-b24860.2","AT1G77800"
"Chir02Ox-b24870.2","AT1G77810"
"Chir02Ox-b24880.2","AT1G77840"
"Chir02Ox-b24890.2","AT1G77850"
"Chir02Ox-b24900.2","AT1G77855"
"Chir02Ox-b24910.2","AT1G77860"
"Chir02Ox-b24920.2","AT1G77870"
"Chir02Ox-b24930.2","AT1G77885"
"Chir02Ox-b24940.2","AT1G77890"
"Chir02Ox-b24950.2","AT1G77920"
"Chir02Ox-b24960.2","AT1G77930"
"Chir02Ox-b24970.2","AT1G77932"
"Chir02Ox-b24980.2","AT1G77940"
"Chir02Ox-b24990.2","AT1G77950"
"Chir02Ox-b25000.2","AT1G77960"
"Chir02Ox-b25010.2","AT1G77980"
"Chir02Ox-b25020.2","AT1G77990"
"Chir02Ox-b25030.2","AT1G78000"
"Chir02Ox-b25040.2","AT1G78010"
"Chir02Ox-b25050.2","AT1G78020"
"Chir02Ox-b25060.2","AT1G78040"
"Chir02Ox-b25070.2","AT1G78050"
"Chir02Ox-b25080.2","AT1G78060"
"Chir02Ox-b25090.2","AT1G78070"
"Chir02Ox-b25100.2","AT1G78080"
"Chir02Ox-b25110.2","AT1G78090"
"Chir02Ox-b25120.2","AT1G78100"
"Chir02Ox-b25130.2","AT1G78110"
"Chir02Ox-b25140.2","AT1G78120"
"Chir02Ox-b25150.2","AT1G78130"
"Chir02Ox-b25160.2","AT1G78140"
"Chir02Ox-b25170.2","AT1G78150"
"Chir02Ox-b25180.2","AT1G78160"
"Chir02Ox-b25190.2","AT1G78170"
"Chir02Ox-b25200.2","AT1G78172"
"Chir02Ox-b25210.2","AT1G78180"
"Chir02Ox-b25220.2","AT1G78190"
"Chir02Ox-b25230.2","AT1G78200"
"Chir02Ox-b25240.2","AT1G78210"
"Chir02Ox-b25250.2","AT1G78230"
"Chir02Ox-b25260.2","AT1G78240"
"Chir02Ox-b25270.2","AT1G78260"
"Chir02Ox-b25280.2","AT1G78270"
"Chir02Ox-b25300.2","AT1G78280"
"Chir02Ox-b25310.2","AT1G78290"
"Chir02Ox-b25320.2","AT1G78300"
"Chir02Ox-b25330.2","AT1G78310"
"Chir02Ox-b25380.2","AT1G78340"
"Chir02Ox-b25420.2","AT1G78360"
"Chir02Ox-b25430.2","AT1G78370"
"Chir02Ox-b25450.2","AT1G78380"
"Chir02Ox-b25470.2","AT1G78390"
"Chir02Ox-b25490.2","AT1G78400"
"Chir02Ox-b25500.2","AT1G78410"
"Chir02Ox-b25510.2","AT1G78420"
"Chir02Ox-b25520.2","AT1G78430"
"Chir02Ox-b25530.2","AT1G78440"
"Chir02Ox-b25550.2","AT1G78500"
"Chir02Ox-b25560.2","AT1G78490"
"Chir02Ox-b25570.2","AT1G78510"
"Chir02Ox-b25580.2","AT1G78520"
"Chir02Ox-b25590.2","AT1G78530"
"Chir02Ox-b25600.2","AT1G78540"
"Chir02Ox-b25610.2","AT1G78550"
"Chir02Ox-b25620.2","AT1G78560"
"Chir02Ox-b25630.2","AT1G78570"
"Chir02Ox-b25640.2","AT1G78580"
"Chir02Ox-b25650.2","AT1G78590"
"Chir02Ox-b25660.2","AT1G78600"
"Chir02Ox-b25670.2","AT1G78610"
"Chir02Ox-b25680.2","AT1G78620"
"Chir02Ox-b25690.2","AT1G78630"
"Chir02Ox-b25710.2","AT1G78640"
"Chir02Ox-b25720.2","AT1G78650"
"Chir02Ox-b25730.2","AT1G78660"
"Chir02Ox-b25750.2","AT1G78680"
"Chir02Ox-b25760.2","AT1G78690"
"Chir02Ox-b25770.2","AT1G78700"
"Chir02Ox-b25790.2","AT4G22060"
"Chir02Ox-b25810.2","AT1G69630"
"Chir02Ox-b25870.2","AT1G78770"
"Chir02Ox-b25880.2","AT1G78780"
"Chir02Ox-b25890.2","AT1G78790"
"Chir02Ox-b25900.2","AT1G78800"
"Chir02Ox-b25910.2","AT1G78810"
"Chir02Ox-b25930.2","AT1G78815"
"Chir02Ox-b25940.2","AT1G78820"
"Chir02Ox-b25960.2","AT1G78830"
"Chir02Ox-b25970.2","AT1G78840"
"Chir02Ox-b25980.2","AT1G78850"
"Chir02Ox-b26010.2","AT1G78880"
"Chir02Ox-b26020.2","AT1G78890"
"Chir02Ox-b26030.2","AT1G78895"
"Chir02Ox-b26040.2","AT1G78900"
"Chir02Ox-b26050.2","AT1G78910"
"Chir02Ox-b26060.2","AT1G78915"
"Chir02Ox-b26070.2","AT1G78920"
"Chir02Ox-b26080.2","AT1G78922"
"Chir02Ox-b26090.2","AT1G78930"
"Chir02Ox-b26100.2","AT1G78940"
"Chir02Ox-b26110.2","AT1G78950"
"Chir02Ox-b26120.2","AT1G78955"
"Chir02Ox-b26130.2","AT1G78960"
"Chir02Ox-b26150.2","AT1G78980"
"Chir02Ox-b26160.2","AT1G78990"
"Chir02Ox-b26170.2","AT1G78995"
"Chir02Ox-b26180.2","AT1G79000"
"Chir02Ox-b26190.2","AT1G79010"
"Chir02Ox-b26200.2","AT1G79020"
"Chir02Ox-b26210.2","AT1G79030"
"Chir02Ox-b26220.2","AT1G79040"
"Chir02Ox-b26230.2","AT1G79050"
"Chir02Ox-b26240.2","AT1G79060"
"Chir02Ox-b26250.2","AT1G79070"
"Chir02Ox-b26260.2","AT1G79080"
"Chir02Ox-b26270.2","AT1G79090"
"Chir02Ox-b26280.2","AT1G79110"
"Chir02Ox-b26290.2","AT1G79120"
"Chir02Ox-b26310.2","AT1G79130"
"Chir02Ox-b26320.2","AT1G79150"
"Chir02Ox-b26330.2","AT1G79160"
"Chir02Ox-b26340.2","AT1G79180"
"Chir02Ox-b26350.2","AT1G79190"
"Chir02Ox-b26360.2","AT1G79200"
"Chir02Ox-b26380.2","AT1G79230"
"Chir02Ox-b26390.2","AT2G21820"
"Chir02Ox-b26430.2","AT1G79250"
"Chir02Ox-b26450.2","AT1G79270"
"Chir02Ox-b26460.2","AT1G79280"
"Chir02Ox-b26470.2","AT1G79310"
"Chir02Ox-b26480.2","AT1G79320"
"Chir02Ox-b26490.2","AT1G79330"
"Chir02Ox-b26510.2","AT1G79340"
"Chir02Ox-b26530.2","AT1G79350"
"Chir02Ox-b26540.2","AT1G79360"
"Chir02Ox-b26550.2","AT1G79380"
"Chir02Ox-b26560.2","AT1G79390"
"Chir02Ox-b26570.2","AT1G79400"
"Chir02Ox-b26580.2","AT1G79410"
"Chir02Ox-b26590.2","AT1G79420"
"Chir02Ox-b26600.2","AT1G79430"
"Chir02Ox-b26610.2","AT1G79440"
"Chir02Ox-b26620.2","AT1G79450"
"Chir02Ox-b26630.2","AT1G79460"
"Chir02Ox-b26640.2","AT1G79470"
"Chir02Ox-b26650.2","AT1G79480"
"Chir02Ox-b26660.2","AT1G79490"
"Chir02Ox-b26680.2","AT1G79510"
"Chir02Ox-b26690.2","AT1G79520"
"Chir02Ox-b26700.2","AT1G79530"
"Chir02Ox-b26710.2","AT1G79550"
"Chir02Ox-b26720.2","AT1G79560"
"Chir02Ox-b26730.2","AT1G79570"
"Chir02Ox-b26780.2","AT1G79580"
"Chir02Ox-b26790.2","AT1G79590"
"Chir02Ox-b26800.2","AT1G79600"
"Chir02Ox-b26810.2","AT1G79610"
"Chir02Ox-b26820.2","AT1G79620"
"Chir02Ox-b26830.2","AT1G79630"
"Chir02Ox-b26840.2","AT1G79640"
"Chir02Ox-b26850.2","AT1G79650"
"Chir02Ox-b26860.2","AT1G79660"
"Chir02Ox-b26870.2","AT1G80970"
"Chir02Ox-b26900.2","AT1G79670"
"Chir02Ox-b26910.2","AT1G79680"
"Chir02Ox-b26920.2","AT1G79690"
"Chir02Ox-b26930.2","AT1G79700"
"Chir02Ox-b26940.2","AT1G79710"
"Chir02Ox-b26950.2","AT1G79720"
"Chir02Ox-b26960.2","AT1G80950"
"Chir02Ox-b26970.2","AT1G80940"
"Chir02Ox-b26980.2","AT1G80960"
"Chir02Ox-b26990.2","AT1G80930"
"Chir02Ox-b27000.2","AT1G80920"
"Chir02Ox-b27010.2","AT1G80910"
"Chir02Ox-b27020.2","AT1G80900"
"Chir02Ox-b27040.2","AT1G80880"
"Chir02Ox-b27050.2","AT1G80870"
"Chir02Ox-b27060.2","AT1G80860"
"Chir02Ox-b27070.2","AT1G80850"
"Chir02Ox-b27080.2","AT1G80840"
"Chir02Ox-b27090.2","AT1G80830"
"Chir02Ox-b27100.2","AT1G80820"
"Chir02Ox-b27110.2","AT1G80810"
"Chir02Ox-b27120.2","AT2G32060"
"Chir02Ox-b27130.2","AT1G80790"
"Chir02Ox-b27140.2","AT1G80780"
"Chir02Ox-b27150.2","AT1G80770"
"Chir02Ox-b27180.2","AT1G80760"
"Chir02Ox-b27190.2","AT1G80750"
"Chir02Ox-b27210.2","AT1G80730"
"Chir02Ox-b27230.2","AT1G80710"
"Chir02Ox-b27250.2","AT1G80980"
"Chir02Ox-b27260.2","AT1G80690"
"Chir02Ox-b27270.2","AT1G80680"
"Chir02Ox-b27280.2","AT1G80670"
"Chir02Ox-b27290.2","AT1G80660"
"Chir02Ox-b27300.2","AT1G80650"
"Chir02Ox-b27310.2","AT1G80640"
"Chir02Ox-b27320.2","AT1G80630"
"Chir02Ox-b27330.2","AT1G80620"
"Chir02Ox-b27340.2","AT1G80610"
"Chir02Ox-b27360.2","AT1G80600"
"Chir02Ox-b27370.2","AT1G80580"
"Chir02Ox-b27380.2","AT1G80570"
"Chir02Ox-b27420.2","AT5G51280"
"Chir02Ox-b27430.2","AT1G80470"
"Chir02Ox-b27440.2","AT1G80480"
"Chir02Ox-b27450.2","AT1G80490"
"Chir02Ox-b27460.2","AT1G80500"
"Chir02Ox-b27470.2","AT1G80510"
"Chir02Ox-b27480.2","AT1G80520"
"Chir02Ox-b27490.2","AT1G80530"
"Chir02Ox-b27500.2","AT1G80540"
"Chir02Ox-b27510.2","AT1G80550"
"Chir02Ox-b27560.2","AT1G80460"
"Chir02Ox-b27570.2","AT1G80450"
"Chir02Ox-b27580.2","AT1G80440"
"Chir02Ox-b27590.2","AT1G80420"
"Chir02Ox-b27600.2","AT1G80410"
"Chir02Ox-b27610.2","AT1G80400"
"Chir02Ox-b27620.2","AT1G80390"
"Chir02Ox-b27630.2","AT1G80380"
"Chir02Ox-b27640.2","AT1G80370"
"Chir02Ox-b27650.2","AT1G80360"
"Chir02Ox-b27660.2","AT1G80350"
"Chir02Ox-b27670.2","AT1G80340"
"Chir02Ox-b27680.2","AT1G80330"
"Chir02Ox-b27690.2","AT1G80320"
"Chir02Ox-b27700.2","AT1G80290"
"Chir02Ox-b27710.2","AT1G80280"
"Chir02Ox-b27720.2","AT1G80270"
"Chir02Ox-b27730.2","AT1G80260"
"Chir02Ox-b27740.2","AT1G80245"
"Chir02Ox-b27750.2","AT1G80240"
"Chir02Ox-b27760.2","AT1G80230"
"Chir02Ox-b27770.2","AT1G80210"
"Chir02Ox-b27780.2","AT1G80200"
"Chir02Ox-b27790.2","AT1G80190"
"Chir02Ox-b27800.2","AT1G80180"
"Chir02Ox-b27810.2","AT1G80170"
"Chir02Ox-b27830.2","AT1G80150"
"Chir02Ox-b27840.2","AT1G80140"
"Chir02Ox-b27850.2","AT1G80133"
"Chir02Ox-b27860.2","AT1G80130"
"Chir02Ox-b27870.2","AT1G80120"
"Chir02Ox-b27880.2","AT1G80110"
"Chir02Ox-b27890.2","AT1G80100"
"Chir02Ox-b27900.2","AT1G80090"
"Chir02Ox-b27910.2","AT1G80080"
"Chir02Ox-b27920.2","AT1G80070"
"Chir02Ox-b27930.2","AT1G80040"
"Chir02Ox-b27940.2","AT1G80030"
"Chir02Ox-b27960.2","AT1G80010"
"Chir02Ox-b27970.2","AT1G80000"
"Chir02Ox-b27980.2","AT1G79990"
"Chir02Ox-b28000.2","AT1G79970"
"Chir02Ox-b28010.2","AT1G79960"
"Chir02Ox-b28020.2","AT1G79950"
"Chir02Ox-b28030.2","AT1G79940"
"Chir02Ox-b28050.2","AT1G79930"
"Chir02Ox-b28060.2","AT1G79915"
"Chir02Ox-b28070.2","AT1G79910"
"Chir02Ox-b28080.2","AT1G79900"
"Chir02Ox-b28090.2","AT1G79890"
"Chir02Ox-b28100.2","AT1G79880"
"Chir02Ox-b28110.2","AT1G79870"
"Chir02Ox-b28120.2","AT1G79860"
"Chir02Ox-b28130.2","AT1G79850"
"Chir02Ox-b28140.2","AT1G79840"
"Chir02Ox-b28150.2","AT1G79730"
"Chir02Ox-b28160.2","AT1G79740"
"Chir02Ox-b28170.2","AT1G79750"
"Chir02Ox-b28180.2","AT1G79770"
"Chir02Ox-b28190.2","AT1G79780"
"Chir02Ox-b28210.2","AT1G79810"
"Chir03Ox-b00010.2","AT3G02070"
"Chir03Ox-b00020.2","AT3G02065"
"Chir03Ox-b00030.2","AT3G02060"
"Chir03Ox-b00040.2","AT3G02050"
"Chir03Ox-b00050.2","AT3G19330"
"Chir03Ox-b00060.2","AT3G19340"
"Chir03Ox-b00070.2","AT3G02040"
"Chir03Ox-b00080.2","AT3G02030"
"Chir03Ox-b00090.2","AT3G02020"
"Chir03Ox-b00100.2","AT3G02010"
"Chir03Ox-b00110.2","AT3G02000"
"Chir03Ox-b00120.2","AT3G01990"
"Chir03Ox-b00130.2","AT3G01980"
"Chir03Ox-b00140.2","AT3G01970"
"Chir03Ox-b00150.2","AT3G01960"
"Chir03Ox-b00180.2","AT3G01920"
"Chir03Ox-b00190.2","AT3G01910"
"Chir03Ox-b00200.2","AT3G01900"
"Chir03Ox-b00220.2","AT3G01870"
"Chir03Ox-b00230.2","AT3G01860"
"Chir03Ox-b00250.2","AT3G01840"
"Chir03Ox-b00260.2","AT3G01830"
"Chir03Ox-b00270.2","AT3G01820"
"Chir03Ox-b00280.2","AT3G01810"
"Chir03Ox-b00290.2","AT3G01800"
"Chir03Ox-b00300.2","AT3G01790"
"Chir03Ox-b00310.2","AT3G01780"
"Chir03Ox-b00320.2","AT3G01770"
"Chir03Ox-b00340.2","AT3G01750"
"Chir03Ox-b00360.2","AT3G01730"
"Chir03Ox-b00370.2","AT3G01720"
"Chir03Ox-b00380.2","AT3G01710"
"Chir03Ox-b00390.2","AT5G14380"
"Chir03Ox-b00400.2","AT3G01690"
"Chir03Ox-b00410.2","AT3G01680"
"Chir03Ox-b00420.2","AT3G01670"
"Chir03Ox-b00430.2","AT3G01650"
"Chir03Ox-b00440.2","AT3G01640"
"Chir03Ox-b00450.2","AT3G01630"
"Chir03Ox-b00460.2","AT3G01620"
"Chir03Ox-b00470.2","AT3G01610"
"Chir03Ox-b00480.2","AT3G01600"
"Chir03Ox-b00490.2","AT3G01590"
"Chir03Ox-b00500.2","AT3G01580"
"Chir03Ox-b00510.2","AT3G01570"
"Chir03Ox-b00520.2","AT3G01560"
"Chir03Ox-b00530.2","AT3G01550"
"Chir03Ox-b00550.2","AT5G15380"
"Chir03Ox-b00560.2","AT3G01530"
"Chir03Ox-b00570.2","AT3G01520"
"Chir03Ox-b00580.2","AT3G01516"
"Chir03Ox-b00590.2","AT3G01513"
"Chir03Ox-b00600.2","AT3G01510"
"Chir03Ox-b00610.2","AT3G01500"
"Chir03Ox-b00630.2","AT3G01490"
"Chir03Ox-b00640.2","AT3G01480"
"Chir03Ox-b00650.2","AT3G01470"
"Chir03Ox-b00670.2","AT3G01460"
"Chir03Ox-b00680.2","AT3G01450"
"Chir03Ox-b00690.2","AT3G01440"
"Chir03Ox-b00700.2","AT3G01435"
"Chir03Ox-b00720.2","AT3G01420"
"Chir03Ox-b00730.2","AT3G01410"
"Chir03Ox-b00740.2","AT3G01400"
"Chir03Ox-b00750.2","AT3G01390"
"Chir03Ox-b00760.2","AT3G01380"
"Chir03Ox-b00770.2","AT3G01370"
"Chir03Ox-b00780.2","AT3G01360"
"Chir03Ox-b00790.2","AT3G01350"
"Chir03Ox-b00800.2","AT3G01340"
"Chir03Ox-b00810.2","AT3G01330"
"Chir03Ox-b00820.2","AT3G01331"
"Chir03Ox-b00830.2","AT3G01328"
"Chir03Ox-b00840.2","AT3G01320"
"Chir03Ox-b00860.2","AT3G01311"
"Chir03Ox-b00870.2","AT3G01310"
"Chir03Ox-b00880.2","AT3G01300"
"Chir03Ox-b00890.2","AT3G01290"
"Chir03Ox-b00900.2","AT3G01280"
"Chir03Ox-b00910.2","AT3G01270"
"Chir03Ox-b00930.2","AT3G01260"
"Chir03Ox-b00940.2","AT3G01250"
"Chir03Ox-b00950.2","AT3G01240"
"Chir03Ox-b00960.2","AT3G01230"
"Chir03Ox-b00970.2","AT3G01220"
"Chir03Ox-b00980.2","AT3G01210"
"Chir03Ox-b00990.2","AT3G01200"
"Chir03Ox-b01000.2","AT3G01190"
"Chir03Ox-b01010.2","AT3G01180"
"Chir03Ox-b01020.2","AT3G01175"
"Chir03Ox-b01030.2","AT3G01170"
"Chir03Ox-b01040.2","AT3G01160"
"Chir03Ox-b01050.2","AT3G01150"
"Chir03Ox-b01070.2","AT3G01140"
"Chir03Ox-b01080.2","AT5G15320"
"Chir03Ox-b01090.2","AT3G01120"
"Chir03Ox-b01100.2","AT3G01100"
"Chir03Ox-b01110.2","AT3G01090"
"Chir03Ox-b01120.2","AT3G01085"
"Chir03Ox-b01130.2","AT3G01080"
"Chir03Ox-b01140.2","AT3G01070"
"Chir03Ox-b01150.2","AT3G01060"
"Chir03Ox-b01160.2","AT3G01050"
"Chir03Ox-b01170.2","AT3G01040"
"Chir03Ox-b01180.2","AT3G02080"
"Chir03Ox-b01190.2","AT3G02090"
"Chir03Ox-b01200.2","AT3G02100"
"Chir03Ox-b01210.2","AT2G05970"
"Chir03Ox-b01220.2","AT3G02110"
"Chir03Ox-b01230.2","AT3G02120"
"Chir03Ox-b01240.2","AT3G02125"
"Chir03Ox-b01250.2","AT3G02130"
"Chir03Ox-b01260.2","AT3G02140"
"Chir03Ox-b01270.2","AT3G02150"
"Chir03Ox-b01280.2","AT3G02160"
"Chir03Ox-b01290.2","AT3G02170"
"Chir03Ox-b01300.2","AT3G02180"
"Chir03Ox-b01320.2","AT3G02200"
"Chir03Ox-b01330.2","AT3G02210"
"Chir03Ox-b01340.2","AT3G02220"
"Chir03Ox-b01350.2","AT3G02230"
"Chir03Ox-b01360.2","AT3G02242"
"Chir03Ox-b01380.2","AT3G02250"
"Chir03Ox-b01390.2","AT3G02260"
"Chir03Ox-b01400.2","AT3G02280"
"Chir03Ox-b01410.2","AT3G02290"
"Chir03Ox-b01420.2","AT3G02300"
"Chir03Ox-b01430.2","AT3G02310"
"Chir03Ox-b01440.2","AT3G02320"
"Chir03Ox-b01450.2","AT3G02330"
"Chir03Ox-b01460.2","AT3G02340"
"Chir03Ox-b01470.2","AT3G02350"
"Chir03Ox-b01480.2","AT3G02360"
"Chir03Ox-b01490.2","AT3G02380"
"Chir03Ox-b01500.2","AT3G02400"
"Chir03Ox-b01510.2","AT3G02410"
"Chir03Ox-b01520.2","AT3G02420"
"Chir03Ox-b01530.2","AT3G02430"
"Chir03Ox-b01540.2","AT3G02440"
"Chir03Ox-b01550.2","AT3G02450"
"Chir03Ox-b01560.2","AT3G02460"
"Chir03Ox-b01570.2","AT3G02470"
"Chir03Ox-b01580.2","AT3G02480"
"Chir03Ox-b01590.2","AT3G02490"
"Chir03Ox-b01600.2","AT3G02493"
"Chir03Ox-b01620.2","AT3G02500"
"Chir03Ox-b01630.2","AT3G02510"
"Chir03Ox-b01640.2","AT3G02520"
"Chir03Ox-b01650.2","AT3G02530"
"Chir03Ox-b01660.2","AT3G02540"
"Chir03Ox-b01670.2","AT3G02550"
"Chir03Ox-b01690.2","AT3G02560"
"Chir03Ox-b01700.2","AT3G02570"
"Chir03Ox-b01720.2","AT3G02590"
"Chir03Ox-b01740.2","AT3G02600"
"Chir03Ox-b01750.2","AT3G02630"
"Chir03Ox-b01760.2","AT3G02640"
"Chir03Ox-b01770.2","AT3G02645"
"Chir03Ox-b01780.2","AT3G02650"
"Chir03Ox-b01790.2","AT3G02660"
"Chir03Ox-b01800.2","AT3G02680"
"Chir03Ox-b01810.2","AT3G02690"
"Chir03Ox-b01820.2","AT3G02700"
"Chir03Ox-b01830.2","AT3G02710"
"Chir03Ox-b01840.2","AT3G02720"
"Chir03Ox-b01860.2","AT3G02730"
"Chir03Ox-b01870.2","AT3G02740"
"Chir03Ox-b01880.2","AT3G02750"
"Chir03Ox-b01890.2","AT3G02760"
"Chir03Ox-b01900.2","AT3G02770"
"Chir03Ox-b01910.2","AT3G02780"
"Chir03Ox-b01920.2","AT3G02790"
"Chir03Ox-b01930.2","AT3G02800"
"Chir03Ox-b01940.2","AT3G02810"
"Chir03Ox-b01960.2","AT3G02820"
"Chir03Ox-b01970.2","AT3G02830"
"Chir03Ox-b01990.2","AT3G02840"
"Chir03Ox-b02000.2","AT3G02850"
"Chir03Ox-b02010.2","AT3G02860"
"Chir03Ox-b02020.2","AT3G02870"
"Chir03Ox-b02030.2","AT3G02875"
"Chir03Ox-b02040.2","AT3G02880"
"Chir03Ox-b02050.2","AT3G02885"
"Chir03Ox-b02060.2","AT3G02890"
"Chir03Ox-b02080.2","AT3G02910"
"Chir03Ox-b02090.2","AT3G02920"
"Chir03Ox-b02100.2","AT3G02930"
"Chir03Ox-b02110.2","AT3G02940"
"Chir03Ox-b02120.2","AT3G02950"
"Chir03Ox-b02130.2","AT3G02960"
"Chir03Ox-b02140.2","AT3G02970"
"Chir03Ox-b02150.2","AT3G02990"
"Chir03Ox-b02160.2","AT3G03000"
"Chir03Ox-b02170.2","AT3G03010"
"Chir03Ox-b02190.2","AT3G03050"
"Chir03Ox-b02200.2","AT3G03060"
"Chir03Ox-b02210.2","AT3G03070"
"Chir03Ox-b02220.2","AT3G03080"
"Chir03Ox-b02230.2","AT3G03090"
"Chir03Ox-b02240.2","AT3G03100"
"Chir03Ox-b02250.2","AT3G03110"
"Chir03Ox-b02260.2","AT3G03120"
"Chir03Ox-b02270.2","AT3G03130"
"Chir03Ox-b02280.2","AT3G03140"
"Chir03Ox-b02290.2","AT3G03150"
"Chir03Ox-b02300.2","AT3G03160"
"Chir03Ox-b02310.2","AT3G03170"
"Chir03Ox-b02320.2","AT3G03180"
"Chir03Ox-b02330.2","AT3G03190"
"Chir03Ox-b02340.2","AT3G03200"
"Chir03Ox-b02350.2","AT3G03210"
"Chir03Ox-b02360.2","AT3G03220"
"Chir03Ox-b02370.2","AT3G03230"
"Chir03Ox-b02380.2","AT3G03240"
"Chir03Ox-b02390.2","AT3G03250"
"Chir03Ox-b02400.2","AT3G03260"
"Chir03Ox-b02410.2","AT3G03270"
"Chir03Ox-b02420.2","AT3G03272"
"Chir03Ox-b02430.2","AT3G03280"
"Chir03Ox-b02440.2","AT3G03290"
"Chir03Ox-b02450.2","AT3G03300"
"Chir03Ox-b02460.2","AT3G03305"
"Chir03Ox-b02470.2","AT3G03310"
"Chir03Ox-b02480.2","AT3G03320"
"Chir03Ox-b02490.2","AT3G03330"
"Chir03Ox-b02500.2","AT3G03340"
"Chir03Ox-b02510.2","AT3G03341"
"Chir03Ox-b02530.2","AT3G03380"
"Chir03Ox-b02540.2","AT3G03400"
"Chir03Ox-b02550.2","AT3G03410"
"Chir03Ox-b02560.2","AT3G03420"
"Chir03Ox-b02570.2","AT3G03430"
"Chir03Ox-b02580.2","AT3G03440"
"Chir03Ox-b02590.2","AT3G03450"
"Chir03Ox-b02600.2","AT3G03456"
"Chir03Ox-b02610.2","AT3G03460"
"Chir03Ox-b02620.2","AT3G03470"
"Chir03Ox-b02630.2","AT3G03480"
"Chir03Ox-b02640.2","AT3G03490"
"Chir03Ox-b02650.2","AT3G03510"
"Chir03Ox-b02660.2","AT3G03520"
"Chir03Ox-b02670.2","AT3G03530"
"Chir03Ox-b02680.2","AT3G03540"
"Chir03Ox-b02690.2","AT3G03550"
"Chir03Ox-b02700.2","AT3G03560"
"Chir03Ox-b02710.2","AT3G03570"
"Chir03Ox-b02720.2","AT3G03580"
"Chir03Ox-b02750.2","AT3G03590"
"Chir03Ox-b02770.2","AT3G03600"
"Chir03Ox-b02780.2","AT3G03610"
"Chir03Ox-b02790.2","AT3G03620"
"Chir03Ox-b02800.2","AT3G03630"
"Chir03Ox-b02810.2","AT3G03640"
"Chir03Ox-b02820.2","AT3G03650"
"Chir03Ox-b02830.2","AT3G03660"
"Chir03Ox-b02850.2","AT3G03670"
"Chir03Ox-b02860.2","AT3G03680"
"Chir03Ox-b02870.2","AT3G03690"
"Chir03Ox-b02880.2","AT3G03700"
"Chir03Ox-b02890.2","AT3G03710"
"Chir03Ox-b02900.2","AT3G03720"
"Chir03Ox-b02910.2","AT3G03740"
"Chir03Ox-b02920.2","AT3G03750"
"Chir03Ox-b02930.2","AT3G03760"
"Chir03Ox-b02940.2","AT3G03770"
"Chir03Ox-b02960.2","AT3G03773"
"Chir03Ox-b02970.2","AT3G03780"
"Chir03Ox-b02980.2","AT3G03790"
"Chir03Ox-b02990.2","AT3G03826"
"Chir03Ox-b03000.2","AT3G03800"
"Chir03Ox-b03010.2","AT3G03810"
"Chir03Ox-b03020.2","AT3G03840"
