PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Chi_ID	Ath_ID
Peak2874	Chr7	21291484	21292357	+	0	NA	promoter-TSS	NA	-195	Chir07Ox_b22740.2_T002	Chir07Ox_b22740.2	NA
Peak2875	Chr2	18764701	18765281	+	0	NA	promoter-TSS	NA	-189	Chir02Ox_b17000.2_T001	Chir02Ox_b17000.2	NA
Peak2876	Chr4	25313406	25313978	+	0	NA	exon	NA	169	Chir04Ox_b29790.2_T001	Chir04Ox_b29790.2	AT2G46870
Peak2877	Chr1	4461129	4461641	+	0	NA	promoter-TSS	NA	-16	Chir01Ox_b12660.2_T002	Chir01Ox_b12660.2	AT1G12760
Peak2878	Chr3	2550824	2551513	+	0	NA	promoter-TSS	NA	-63	Chir03Ox_b07520.2_T001	Chir03Ox_b07520.2	AT3G07870
Peak2879	Chr5	22727130	22729097	+	0	NA	promoter-TSS	NA	-552	Chir05Ox_b24930.2_T001	Chir05Ox_b24930.2	AT3G59060
Peak2880	Chr1	24482126	24483143	+	0	NA	promoter-TSS	NA	-2020	Chir01Ox_b38440.2_T001	Chir01Ox_b38440.2	AT1G49500
Peak2881	Chr4	21104630	21105787	+	0	NA	TTS	NA	1840	Chir04Ox_b19380.2_T001	Chir04Ox_b19380.2	AT2G36985
Peak2882	Chr6	20242998	20245267	+	0	NA	exon	NA	101	Chir06Ox_b21980.2_T001	Chir06Ox_b21980.2	AT5G17350
Peak2883	Chr6	20904493	20905172	+	0	NA	promoter-TSS	NA	-143	Chir06Ox_b23790.2_T001	Chir06Ox_b23790.2	AT5G15600
Peak2884	Chr2	21252958	21253753	+	0	NA	promoter-TSS	NA	-1627	Chir02Ox_b23240.2_T001	Chir02Ox_b23240.2	AT1G76180
Peak2885	Chr7	3995423	3996382	+	0	NA	promoter-TSS	NA	-236	Chir07Ox_b05250.2_T001	Chir07Ox_b05250.2	NA
Peak2886	Chr4	25419526	25420084	+	0	NA	promoter-TSS	NA	-2017	Chir04Ox_b30080.2_T001	Chir04Ox_b30080.2	NA
Peak2887	Chr5	21848413	21849893	+	0	NA	TTS	NA	1898	Chir05Ox_b22470.2_T001	Chir05Ox_b22470.2	AT3G56880
Peak2888	Chr5	17499992	17500942	+	0	NA	promoter-TSS	NA	-193	Chir05Ox_b13100.2_T001	Chir05Ox_b13100.2	AT3G48200
Peak2889	Chr7	25843470	25844204	+	0	NA	promoter-TSS	NA	-1129	Chir07Ox_b34640.2_T001	Chir07Ox_b34640.2	AT4G36910
Peak2890	Chr4	22388160	22388813	+	0	NA	promoter-TSS	NA	-23	Chir04Ox_b22330.2_T001	Chir04Ox_b22330.2	AT2G39740
Peak2891	Chr8	18102073	18103239	+	0	NA	promoter-TSS	NA	-1283	Chir08Ox_b25240.2_T001	Chir08Ox_b25240.2	AT5G62730
Peak2892	Chr2	22037351	22039173	+	0	NA	promoter-TSS	NA	-646	Chir02Ox_b25080.2_T001	Chir02Ox_b25080.2	AT1G78060
Peak2893	Chr6	20534350	20535547	+	0	NA	promoter-TSS	NA	-1953	Chir06Ox_b22720.2_T001	Chir06Ox_b22720.2	AT5G16600
Peak2894	Chr8	5235680	5236983	+	0	NA	promoter-TSS	NA	-273	Chir08Ox_b08960.2_T001	Chir08Ox_b08960.2	AT4G09510
Peak2895	Chr5	20484442	20485642	+	0	NA	promoter-TSS	NA	-357	Chir05Ox_b18950.2_T001	Chir05Ox_b18950.2	AT3G53400
Peak2896	Chr2	22296763	22297292	+	0	NA	promoter-TSS	NA	-109	Chir02Ox_b25750.2_T002	Chir02Ox_b25750.2	AT1G78680
Peak2897	Chr8	17924321	17924952	+	0	NA	promoter-TSS	NA	-1173	Chir08Ox_b24850.2_T001	Chir08Ox_b24850.2	AT5G62350
Peak2898	Chr8	14948000	14949186	+	0	NA	promoter-TSS	NA	-581	Chir08Ox_b17320.2_T001	Chir08Ox_b17320.2	AT5G55340
Peak2899	Chr7	17859183	17860651	+	0	NA	promoter-TSS	NA	-428	Chir07Ox_b14810.2_T003	Chir07Ox_b14810.2	AT4G17940
Peak2900	Chr1	23359556	23360139	+	0	NA	promoter-TSS	NA	-32	Chir01Ox_b36850.2_T001	Chir01Ox_b36850.2	AT1G48240
Peak2901	Chr6	23696813	23697384	+	0	NA	promoter-TSS	NA	-2745	Chir06Ox_b31290.2_T001	Chir06Ox_b31290.2	AT5G07680
Peak2902	Chr4	21646774	21647555	+	0	NA	intron	NA	3363	Chir04Ox_b20580.2_T001	Chir04Ox_b20580.2	AT2G38120
Peak2903	Chr5	20223272	20223882	+	0	NA	promoter-TSS	NA	-2040	Chir05Ox_b18330.2_T001	Chir05Ox_b18330.2	NA
Peak2904	Chr1	11768409	11768965	+	0	NA	promoter-TSS	NA	-85	Chir01Ox_b30000.2_T001	Chir01Ox_b30000.2	AT1G31420
Peak2905	Chr7	18545844	18546954	+	0	NA	Intergenic	NA	4231	Chir07Ox_b16220.2_T002	Chir07Ox_b16220.2	AT4G19350
Peak2906	Chr7	19659819	19661997	+	0	NA	exon	NA	191	Chir07Ox_b18630.2_T001	Chir07Ox_b18630.2	AT4G21970
Peak2907	Chr6	21170386	21171633	+	0	NA	promoter-TSS	NA	-386	Chir06Ox_b24490.2_T002	Chir06Ox_b24490.2	AT5G14920
Peak2908	Chr1	7919559	7920334	+	0	NA	intron	NA	1811	Chir01Ox_b22200.2_T001	Chir01Ox_b22200.2	AT1G22490
Peak2909	Chr3	1502247	1503356	+	0	NA	exon	NA	182	Chir03Ox_b04560.2_T001	Chir03Ox_b04560.2	AT3G05200
Peak2910	Chr1	2074004	2074544	+	0	NA	promoter-TSS	NA	38	Chir01Ox_b05930.2_T001	Chir01Ox_b05930.2	AT1G06570
Peak2911	Chr1	1479367	1480316	+	0	NA	promoter-TSS	NA	-1410	Chir01Ox_b04170.2_T001	Chir01Ox_b04170.2	AT1G05000
Peak2912	Chr3	5466036	5466611	+	0	NA	intron	NA	1549	Chir03Ox_b15730.2_T001	Chir03Ox_b15730.2	AT3G15990
Peak2913	Chr6	8337290	8337958	+	0	NA	promoter-TSS	NA	-113	Chir06Ox_b08200.2_T001	Chir06Ox_b08200.2	AT5G42200
Peak2914	Chr1	10025168	10026711	+	0	NA	TTS	NA	2637	Chir01Ox_b26880.2_T001	Chir01Ox_b26880.2	AT1G28140
Peak2915	Chr1	15351296	15351869	+	0	NA	Intergenic	NA	6131	Chir01Ox_b33220.2_T001	Chir01Ox_b33220.2	NA
Peak2916	Chr1	7133149	7135060	+	0	NA	promoter-TSS	NA	-807	Chir01Ox_b20280.2_T001	Chir01Ox_b20280.2	AT1G20450
Peak2917	Chr3	4467509	4468177	+	0	NA	TTS	NA	2017	Chir03Ox_b13110.2_T001	Chir03Ox_b13110.2	AT3G13700
Peak2918	Chr3	20039938	20041763	+	0	NA	TTS	NA	1589	Chir03Ox_b30730.2_T002	Chir03Ox_b30730.2	AT2G16700
Peak2919	Chr3	5283767	5285616	+	0	NA	promoter-TSS	NA	-2211	Chir03Ox_b15280.2_T001	Chir03Ox_b15280.2	AT3G15534
Peak2920	Chr7	12290376	12291269	+	0	NA	promoter-TSS	NA	-1559	Chir07Ox_b08700.2_T002	Chir07Ox_b08700.2	AT4G13235
Peak2921	Chr2	22730232	22731409	+	0	NA	promoter-TSS	NA	-336	Chir02Ox_b26860.2_T001	Chir02Ox_b26860.2	AT1G79660
Peak2922	Chr2	22023866	22024640	+	0	NA	promoter-TSS	NA	-764	Chir02Ox_b25050.2_T001	Chir02Ox_b25050.2	AT1G78020
Peak2923	Chr8	18792930	18794422	+	0	NA	promoter-TSS	NA	-538	Chir08Ox_b27200.2_T001	Chir08Ox_b27200.2	AT5G64620
Peak2924	Chr1	5572422	5573574	+	0	NA	promoter-TSS	NA	-1452	Chir01Ox_b15800.2_T001	Chir01Ox_b15800.2	AT1G15760
Peak2925	Chr7	16414441	16416245	+	0	NA	promoter-TSS	NA	-701	Chir07Ox_b11890.2_T001	Chir07Ox_b11890.2	AT4G15490
Peak2926	Chr7	19426727	19427517	+	0	NA	TTS	NA	1272	Chir07Ox_b18130.2_T001	Chir07Ox_b18130.2	AT4G21510
Peak2927	Chr6	24061225	24062078	+	0	NA	promoter-TSS	NA	-786	Chir06Ox_b32300.2_T001	Chir06Ox_b32300.2	AT5G06700
Peak2928	Chr6	21651508	21652102	+	0	NA	promoter-TSS	NA	-58	Chir06Ox_b25850.2_T001	Chir06Ox_b25850.2	AT5G13630
Peak2929	Chr3	5555884	5556958	+	0	NA	promoter-TSS	NA	-610	Chir03Ox_b16010.2_T001	Chir03Ox_b16010.2	AT3G16240
Peak2930	Chr3	5322434	5323894	+	0	NA	promoter-TSS	NA	-247	Chir03Ox_b15390.2_T001	Chir03Ox_b15390.2	AT3G15630
Peak2931	Chr1	24687043	24688699	+	0	NA	promoter-TSS	NA	-1165	Chir01Ox_b38760.2_T001	Chir01Ox_b38760.2	AT1G49780
Peak2932	Chr2	17720376	17721734	+	0	NA	promoter-TSS	NA	-111	Chir02Ox_b15130.2_T001	Chir02Ox_b15130.2	AT1G68780
Peak2933	Chr7	22055089	22056660	+	0	NA	Intergenic	NA	3141	Chir07Ox_b24870.2_T003	Chir07Ox_b24870.2	NA
Peak2934	Chr7	17290944	17291694	+	0	NA	promoter-TSS	NA	-1259	Chir07Ox_b13580.2_T002	Chir07Ox_b13580.2	AT4G16770
Peak2935	Chr5	1666553	1667152	+	0	NA	intron	NA	1197	Chir05Ox_b02980.2_T001	Chir05Ox_b02980.2	AT3G25710
Peak2936	Chr1	630195	630976	+	0	NA	exon	NA	112	Chir01Ox_b01720.2_T001	Chir01Ox_b01720.2	NA
Peak2937	Chr2	6946875	6947395	+	0	NA	promoter-TSS	NA	-127	Chir02Ox_b08950.2_T001	Chir02Ox_b08950.2	AT1G56250
Peak2938	Chr5	18299653	18300541	+	0	NA	promoter-TSS	NA	-325	Chir05Ox_b14600.2_T001	Chir05Ox_b14600.2	AT3G49570
Peak2939	Chr3	2660287	2660866	+	0	NA	TTS	NA	1587	Chir03Ox_b07830.2_T001	Chir03Ox_b07830.2	AT3G08610
Peak2940	Chr7	17837522	17838435	+	0	NA	TTS	NA	1782	Chir07Ox_b14750.2_T001	Chir07Ox_b14750.2	AT4G17905
Peak2941	Chr2	18693868	18695152	+	0	NA	promoter-TSS	NA	-2308	Chir02Ox_b16860.2_T001	Chir02Ox_b16860.2	AT1G70350
Peak2942	Chr3	2704634	2705562	+	0	NA	intron	NA	195	Chir03Ox_b07960.2_T001	Chir03Ox_b07960.2	AT3G08760
Peak2943	Chr7	24546986	24547522	+	0	NA	promoter-TSS	NA	-2938	Chir07Ox_b31210.2_T001	Chir07Ox_b31210.2	AT4G33890
Peak2944	Chr6	19473340	19474810	+	0	NA	promoter-TSS	NA	-2063	Chir06Ox_b20050.2_T001	Chir06Ox_b20050.2	NA
Peak2945	Chr6	15148690	15149957	+	0	NA	promoter-TSS	NA	-1427	Chir06Ox_b11470.2_T001	Chir06Ox_b11470.2	AT5G28050
Peak2946	Chr7	25702060	25703241	+	0	NA	promoter-TSS	NA	-1895	Chir07Ox_b34290.2_T001	Chir07Ox_b34290.2	AT4G36860
Peak2947	Chr7	20383321	20384834	+	0	NA	promoter-TSS	NA	-2664	Chir07Ox_b20380.2_T001	Chir07Ox_b20380.2	AT4G23440
Peak2948	Chr1	2965481	2967546	+	0	NA	promoter-TSS	NA	-510	Chir01Ox_b08480.2_T001	Chir01Ox_b08480.2	AT1G08930
Peak2949	Chr6	20280158	20280976	+	0	NA	promoter-TSS	NA	-1471	Chir06Ox_b22070.2_T001	Chir06Ox_b22070.2	AT5G17260
Peak2950	Chr1	20961600	20962196	+	0	NA	promoter-TSS	NA	-2807	Chir01Ox_b34820.2_T001	Chir01Ox_b34820.2	AT1G43910
Peak2951	Chr1	8731833	8732431	+	0	NA	TTS	NA	574	Chir01Ox_b24030.2_T001	Chir01Ox_b24030.2	NA
Peak2952	Chr1	8629931	8631264	+	0	NA	TTS	NA	199	Chir01Ox_b23870.2_T002	Chir01Ox_b23870.2	AT1G24160
Peak2953	Chr7	17911012	17912392	+	0	NA	intron	NA	602	Chir07Ox_b14880.2_T001	Chir07Ox_b14880.2	AT4G18020
Peak2954	Chr2	19042186	19044874	+	0	NA	promoter-TSS	NA	-665	Chir02Ox_b17600.2_T001	Chir02Ox_b17600.2	AT1G71030
Peak2955	Chr1	7403739	7404497	+	0	NA	promoter-TSS	NA	-329	Chir01Ox_b20920.2_T001	Chir01Ox_b20920.2	NA
Peak2956	Chr5	21679366	21680292	+	0	NA	promoter-TSS	NA	127	Chir05Ox_b21950.2_T002	Chir05Ox_b21950.2	AT3G56320
Peak2957	Chr3	3477622	3478575	+	0	NA	promoter-TSS	NA	-82	Chir03Ox_b10260.2_T001	Chir03Ox_b10260.2	AT3G10960
Peak2958	Chr6	983236	984026	+	0	NA	promoter-TSS	NA	-334	Chir06Ox_b01910.2_T001	Chir06Ox_b01910.2	NA
Peak2959	Chr2	18026272	18026774	+	0	NA	promoter-TSS	NA	35	Chir02Ox_b15710.2_T001	Chir02Ox_b15710.2	AT1G69295
Peak2960	Chr8	15448003	15448514	+	0	NA	TTS	NA	753	Chir08Ox_b18600.2_T001	Chir08Ox_b18600.2	NA
Peak2961	Chr7	12494748	12495318	+	0	NA	exon	NA	705	Chir07Ox_b08740.2_T001	Chir07Ox_b08740.2	NA
Peak2962	Chr2	7050931	7051424	+	0	NA	intron	NA	741	Chir02Ox_b08980.2_T001	Chir02Ox_b08980.2	AT1G56220
Peak2963	Chr3	534726	535338	+	0	NA	promoter-TSS	NA	-101	Chir03Ox_b01640.2_T001	Chir03Ox_b01640.2	AT3G02520
Peak2964	Chr3	1188910	1189427	+	0	NA	promoter-TSS	NA	-119	Chir03Ox_b03670.2_T001	Chir03Ox_b03670.2	AT3G04460
Peak2965	Chr1	10852994	10853744	+	0	NA	intron	NA	1146	Chir01Ox_b28510.2_T001	Chir01Ox_b28510.2	AT1G30040
Peak2966	Chr1	3559761	3560683	+	0	NA	promoter-TSS	NA	-1749	Chir01Ox_b10180.2_T001	Chir01Ox_b10180.2	AT1G10460
Peak2967	Chr8	3425648	3426510	+	0	NA	exon	NA	154	Chir08Ox_b06900.2_T002	Chir08Ox_b06900.2	AT4G11260
Peak2968	Chr1	10877315	10878065	+	0	NA	intron	NA	1430	Chir01Ox_b28560.2_T002	Chir01Ox_b28560.2	AT1G29980
Peak2969	Chr4	16333182	16333880	+	0	NA	Intergenic	NA	-7924	Chir04Ox_b10040.2_T001	Chir04Ox_b10040.2	AT2G28510
Peak2970	Chr8	17564366	17566471	+	0	NA	promoter-TSS	NA	-1271	Chir08Ox_b23940.2_T001	Chir08Ox_b23940.2	AT5G61412
Peak2971	Chr2	19432434	19434037	+	0	NA	promoter-TSS	NA	-1551	Chir02Ox_b18540.2_T001	Chir02Ox_b18540.2	AT1G71960
Peak2972	Chr1	2960325	2961440	+	0	NA	promoter-TSS	NA	-311	Chir01Ox_b08470.2_T001	Chir01Ox_b08470.2	AT1G08920
Peak2973	Chr7	20771675	20772307	+	0	NA	promoter-TSS	NA	21	Chir07Ox_b21290.2_T001	Chir07Ox_b21290.2	AT4G24240
Peak2974	Chr3	3423313	3424187	+	0	NA	promoter-TSS	NA	-184	Chir03Ox_b10050.2_T002	Chir03Ox_b10050.2	AT3G10770
Peak2975	Chr2	4305709	4306338	+	0	NA	promoter-TSS	NA	-108	Chir02Ox_b06890.2_T001	Chir02Ox_b06890.2	AT1G59530
Peak2976	Chr4	23846692	23847332	+	0	NA	promoter-TSS	NA	-1936	Chir04Ox_b25860.2_T001	Chir04Ox_b25860.2	AT2G43120
Peak2977	Chr3	23439877	23440626	+	0	NA	promoter-TSS	NA	-53	Chir03Ox_b35340.2_T001	Chir03Ox_b35340.2	NA
Peak2978	Chr6	18356368	18356847	+	0	NA	promoter-TSS	NA	-863	Chir06Ox_b17160.2_T001	Chir06Ox_b17160.2	AT5G22580
Peak2979	Chr1	26576288	26577933	+	0	NA	intron	NA	478	Chir01Ox_b42280.2_T001	Chir01Ox_b42280.2	AT1G53430
Peak2980	Chr3	10615490	10616102	+	0	NA	Intergenic	NA	-5550	Chir03Ox_b25900.2_T001	Chir03Ox_b25900.2	AT3G25500
Peak2981	Chr1	12619044	12619873	+	0	NA	Intergenic	NA	4916	Chir01Ox_b31260.2_T001	Chir01Ox_b31260.2	NA
Peak2982	Chr6	15851341	15851922	+	0	NA	promoter-TSS	NA	-1373	Chir06Ox_b12320.2_T002	Chir06Ox_b12320.2	AT5G27350
Peak2983	Chr1	8678886	8680779	+	0	NA	intron	NA	-3659	Chir01Ox_b23940.2_T001	Chir01Ox_b23940.2	AT1G27190
Peak2984	Chr1	3165549	3166738	+	0	NA	promoter-TSS	NA	-578	Chir01Ox_b09110.2_T001	Chir01Ox_b09110.2	AT1G09520
Peak2985	Chr4	23417758	23419399	+	0	NA	Intergenic	NA	-3589	Chir04Ox_b24750.2_T001	Chir04Ox_b24750.2	AT2G41940
Peak2986	Chr1	4843272	4844573	+	0	NA	promoter-TSS	NA	-216	Chir01Ox_b13710.2_T001	Chir01Ox_b13710.2	AT1G13740
Peak2987	Chr7	26839719	26841188	+	0	NA	promoter-TSS	NA	-590	Chir07Ox_b37240.2_T001	Chir07Ox_b37240.2	AT4G38420
Peak2988	Chr4	18207469	18208896	+	0	NA	Intergenic	NA	-3187	Chir04Ox_b12890.2_T001	Chir04Ox_b12890.2	NA
Peak2989	Chr8	19473265	19475046	+	0	NA	TTS	NA	2378	Chir08Ox_b29010.2_T001	Chir08Ox_b29010.2	AT5G67290
Peak2990	Chr5	14056868	14057414	+	0	NA	TTS	NA	5239	Chir05Ox_b09240.2_T001	Chir05Ox_b09240.2	AT3G44610
Peak2991	Chr6	17267754	17268425	+	0	NA	TTS	NA	3122	Chir06Ox_b14880.2_T001	Chir06Ox_b14880.2	AT5G24870
Peak2992	Chr4	24212518	24214301	+	0	NA	promoter-TSS	NA	-1402	Chir04Ox_b26930.2_T001	Chir04Ox_b26930.2	AT2G44120
Peak2993	Chr6	24677841	24679721	+	0	NA	promoter-TSS	NA	-591	Chir06Ox_b34030.2_T001	Chir06Ox_b34030.2	AT5G04920
Peak2994	Chr2	2109099	2110403	+	0	NA	Intergenic	NA	6129	Chir02Ox_b03800.2_T001	Chir02Ox_b03800.2	AT1G61900
Peak2995	Chr5	933148	933969	+	0	NA	promoter-TSS	NA	-773	Chir05Ox_b01670.2_T001	Chir05Ox_b01670.2	AT2G02820
Peak2996	Chr1	26035271	26036571	+	0	NA	Intergenic	NA	-4461	Chir01Ox_b41040.2_T001	Chir01Ox_b41040.2	AT1G52190
Peak2997	Chr5	1576902	1578148	+	0	NA	promoter-TSS	NA	-510	Chir05Ox_b02860.2_T001	Chir05Ox_b02860.2	AT3G25590
Peak2998	Chr3	5932904	5933516	+	0	NA	promoter-TSS	NA	-71	Chir03Ox_b17000.2_T001	Chir03Ox_b17000.2	NA
Peak2999	Chr3	2373950	2375098	+	0	NA	exon	NA	1501	Chir03Ox_b06930.2_T001	Chir03Ox_b06930.2	AT3G07350
Peak3000	Chr8	3385805	3386459	+	0	NA	promoter-TSS	NA	-1649	Chir08Ox_b06850.2_T001	Chir08Ox_b06850.2	AT4G11320
Peak3001	Chr4	16923666	16924604	+	0	NA	promoter-TSS	NA	-257	Chir04Ox_b10610.2_T001	Chir04Ox_b10610.2	AT2G28950
Peak3002	Chr3	1931601	1932842	+	0	NA	promoter-TSS	NA	-624	Chir03Ox_b05770.2_T001	Chir03Ox_b05770.2	AT3G06270
Peak3003	Chr7	23568689	23569633	+	0	NA	TTS	NA	1557	Chir07Ox_b28760.2_T001	Chir07Ox_b28760.2	AT4G31510
Peak3004	Chr7	16886212	16887590	+	0	NA	intron	NA	-7885	Chir07Ox_b12740.2_T001	Chir07Ox_b12740.2	AT4G16140
Peak3005	Chr8	19219560	19221225	+	0	NA	Intergenic	NA	-4320	Chir08Ox_b28340.2_T001	Chir08Ox_b28340.2	AT5G65683
Peak3006	Chr7	18067467	18068175	+	0	NA	intron	NA	2930	Chir07Ox_b15210.2_T001	Chir07Ox_b15210.2	NA
Peak3007	Chr6	21726518	21727780	+	0	NA	promoter-TSS	NA	-381	Chir06Ox_b26010.2_T001	Chir06Ox_b26010.2	AT5G13460
Peak3008	Chr6	14242144	14242806	+	0	NA	promoter-TSS	NA	-1692	Chir06Ox_b10690.2_T001	Chir06Ox_b10690.2	AT5G49070
Peak3009	Chr5	18764573	18765219	+	0	NA	promoter-TSS	NA	-2541	Chir05Ox_b15330.2_T001	Chir05Ox_b15330.2	NA
Peak3010	Chr6	20769399	20770222	+	0	NA	exon	NA	3059	Chir06Ox_b23400.2_T001	Chir06Ox_b23400.2	AT5G15980
Peak3011	Chr8	4019185	4020127	+	0	NA	promoter-TSS	NA	-2643	Chir08Ox_b07900.2_T001	Chir08Ox_b07900.2	AT4G10380
Peak3012	Chr2	22372076	22372643	+	0	NA	promoter-TSS	NA	-78	Chir02Ox_b26040.2_T001	Chir02Ox_b26040.2	AT1G78900
Peak3013	Chr1	6563170	6566489	+	0	NA	promoter-TSS	NA	-2277	Chir01Ox_b18750.2_T001	Chir01Ox_b18750.2	AT1G18710
Peak3014	Chr4	20393163	20394121	+	0	NA	promoter-TSS	NA	-325	Chir04Ox_b17990.2_T001	Chir04Ox_b17990.2	AT2G35770
Peak3015	Chr1	12753594	12754218	+	0	NA	promoter-TSS	NA	-160	Chir01Ox_b31370.2_T001	Chir01Ox_b31370.2	AT1G32700
Peak3016	Chr8	19241876	19242537	+	0	NA	promoter-TSS	NA	-2606	Chir08Ox_b28390.2_T001	Chir08Ox_b28390.2	AT5G65700
Peak3017	Chr1	7032735	7033405	+	0	NA	intron	NA	518	Chir01Ox_b19980.2_T001	Chir01Ox_b19980.2	AT1G20080
Peak3018	Chr1	26394062	26395676	+	0	NA	promoter-TSS	NA	-490	Chir01Ox_b41950.2_T001	Chir01Ox_b41950.2	AT1G53100
Peak3019	Chr6	24785191	24786696	+	0	NA	promoter-TSS	NA	-474	Chir06Ox_b34310.2_T001	Chir06Ox_b34310.2	AT5G04630
Peak3020	Chr3	3294520	3295441	+	0	NA	promoter-TSS	NA	-871	Chir03Ox_b09710.2_T001	Chir03Ox_b09710.2	AT3G10490
Peak3021	Chr6	5589631	5590163	+	0	NA	intron	NA	1005	Chir06Ox_b06810.2_T001	Chir06Ox_b06810.2	AT5G43060
Peak3022	Chr1	3928544	3929791	+	0	NA	promoter-TSS	NA	-237	Chir01Ox_b11160.2_T001	Chir01Ox_b11160.2	AT1G11330
Peak3023	Chr8	3535611	3536514	+	0	NA	promoter-TSS	NA	-1431	Chir08Ox_b07140.2_T001	Chir08Ox_b07140.2	AT3G19790
Peak3024	Chr4	11613311	11613948	+	0	NA	intron	NA	2995	Chir04Ox_b07440.2_T001	Chir04Ox_b07440.2	AT2G26650
Peak3025	Chr3	19346981	19347622	+	0	NA	promoter-TSS	NA	71	Chir03Ox_b30110.2_T001	Chir03Ox_b30110.2	NA
Peak3026	Chr8	18282997	18284030	+	0	NA	promoter-TSS	NA	-520	Chir08Ox_b25750.2_T001	Chir08Ox_b25750.2	NA
Peak3027	Chr5	22983687	22984356	+	0	NA	intron	NA	1792	Chir05Ox_b25590.2_T001	Chir05Ox_b25590.2	AT3G59810
Peak3028	Chr8	17513141	17514026	+	0	NA	exon	NA	180	Chir08Ox_b23780.2_T001	Chir08Ox_b23780.2	AT5G61270
Peak3029	Chr3	20973809	20975327	+	0	NA	promoter-TSS	NA	-498	Chir03Ox_b31770.2_T001	Chir03Ox_b31770.2	AT2G17450
Peak3030	Chr7	24430687	24431240	+	0	NA	promoter-TSS	NA	531	Chir07Ox_b30880.2_T001	Chir07Ox_b30880.2	AT4G33540
Peak3031	Chr3	7791462	7792098	+	0	NA	Intergenic	NA	4570	Chir03Ox_b21450.2_T001	Chir03Ox_b21450.2	AT3G21330
Peak3032	Chr8	18762527	18764118	+	0	NA	promoter-TSS	NA	-583	Chir08Ox_b27140.2_T001	Chir08Ox_b27140.2	AT5G64550
Peak3033	Chr4	23753954	23754791	+	0	NA	promoter-TSS	NA	-1741	Chir04Ox_b25620.2_T001	Chir04Ox_b25620.2	AT2G42880
Peak3034	Chr1	26549265	26550025	+	0	NA	promoter-TSS	NA	-197	Chir01Ox_b42240.2_T001	Chir01Ox_b42240.2	AT1G53400
Peak3035	Chr2	13508167	13508702	+	0	NA	Intergenic	NA	-11449	Chir02Ox_b11600.2_T001	Chir02Ox_b11600.2	AT1G65910
Peak3036	Chr5	24220253	24221654	+	0	NA	Intergenic	NA	3808	Chir05Ox_b28870.2_T001	Chir05Ox_b28870.2	AT3G63210
Peak3037	Chr2	16544559	16545301	+	0	NA	promoter-TSS	NA	-1680	Chir02Ox_b13380.2_T001	Chir02Ox_b13380.2	NA
Peak3038	Chr5	19326429	19327396	+	0	NA	promoter-TSS	NA	-1867	Chir05Ox_b16040.2_T001	Chir05Ox_b16040.2	AT3G50740
Peak3039	Chr1	543383	544897	+	0	NA	promoter-TSS	NA	-2113	Chir01Ox_b01500.2_T001	Chir01Ox_b01500.2	AT1G02390
Peak3040	Chr5	24345976	24346542	+	0	NA	promoter-TSS	NA	-41	Chir05Ox_b29240.2_T001	Chir05Ox_b29240.2	AT3G45140
Peak3041	Chr8	14453701	14454324	+	0	NA	intron	NA	2009	Chir08Ox_b16250.2_T001	Chir08Ox_b16250.2	AT5G54250
Peak3042	Chr3	2377722	2380468	+	0	NA	promoter-TSS	NA	-1256	Chir03Ox_b06940.2_T001	Chir03Ox_b06940.2	AT3G07360
Peak3043	Chr7	22588057	22589225	+	0	NA	promoter-TSS	NA	-1965	Chir07Ox_b26320.2_T001	Chir07Ox_b26320.2	NA
Peak3044	Chr4	22679437	22680310	+	0	NA	promoter-TSS	NA	-1759	Chir04Ox_b22940.2_T001	Chir04Ox_b22940.2	AT2G40240
Peak3045	Chr3	9761405	9762325	+	0	NA	Intergenic	NA	-4397	Chir03Ox_b24810.2_T001	Chir03Ox_b24810.2	AT3G24510
Peak3046	Chr6	15866741	15867826	+	0	NA	intron	NA	1039	Chir06Ox_b12330.2_T001	Chir06Ox_b12330.2	NA
Peak3047	Chr7	20507122	20507755	+	0	NA	intron	NA	675	Chir07Ox_b20700.2_T001	Chir07Ox_b20700.2	AT4G23700
Peak3048	Chr2	20883628	20884779	+	0	NA	promoter-TSS	NA	-554	Chir02Ox_b22320.2_T001	Chir02Ox_b22320.2	AT1G75360
Peak3049	Chr3	22303639	22304855	+	0	NA	intron	NA	2742	Chir03Ox_b33530.2_T001	Chir03Ox_b33530.2	AT2G18890
Peak3050	Chr6	546277	547063	+	0	NA	promoter-TSS	NA	-1700	Chir06Ox_b01180.2_T001	Chir06Ox_b01180.2	AT5G46720
Peak3051	Chr2	17627894	17628616	+	0	NA	promoter-TSS	NA	-548	Chir02Ox_b14930.2_T001	Chir02Ox_b14930.2	AT1G68590
Peak3052	Chr1	11672049	11672522	+	0	NA	promoter-TSS	NA	-2558	Chir01Ox_b29870.2_T001	Chir01Ox_b29870.2	AT1G31260
Peak3053	Chr5	17310021	17310642	+	0	NA	promoter-TSS	NA	-1169	Chir05Ox_b12810.2_T003	Chir05Ox_b12810.2	AT3G47910
Peak3054	Chr5	1195015	1195444	+	0	NA	promoter-TSS	NA	-1896	Chir05Ox_b02110.2_T001	Chir05Ox_b02110.2	AT2G03350
Peak3055	Chr6	25303996	25304542	+	0	NA	promoter-TSS	NA	-114	Chir06Ox_b35600.2_T001	Chir06Ox_b35600.2	AT5G03380
